prob_pred,prob_true
0.02971902845448129,0.009259259259259259
0.152820731355778,0.03929024081115336
0.2528838498606662,0.07471763683753258
0.3509819798638153,0.11684587813620072
0.4501382564787455,0.23954116059379219
0.5530718887727979,0.25078566939032054
0.6512259150358459,0.31109979633401225
0.7475615853339034,0.3441241685144124
0.8589123316469667,0.54497781363453
0.9294962771898495,0.7399545109931767
